policy,cell_code,main_peak_area__cycle_end,main_peak_height_dqdv__cycle_end,main_peak_prominence__cycle_end,main_peak_skewness__cycle_end,main_peak_temp_avg_c__cycle_end,main_peak_temp_max_c__cycle_end,main_peak_temp_min_c__cycle_end,main_peak_voltage_v__cycle_end,main_peak_width_v__cycle_end,main_peak_area__cycle_start,main_peak_height_dqdv__cycle_start,main_peak_prominence__cycle_start,main_peak_skewness__cycle_start,main_peak_temp_avg_c__cycle_start,main_peak_temp_max_c__cycle_start,main_peak_temp_min_c__cycle_start,main_peak_voltage_v__cycle_start,main_peak_width_v__cycle_start,main_peak_area__delta_abs,main_peak_height_dqdv__delta_abs,main_peak_prominence__delta_abs,main_peak_skewness__delta_abs,main_peak_temp_avg_c__delta_abs,main_peak_temp_max_c__delta_abs,main_peak_temp_min_c__delta_abs,main_peak_voltage_v__delta_abs,main_peak_width_v__delta_abs,main_peak_area__delta_pct,main_peak_height_dqdv__delta_pct,main_peak_prominence__delta_pct,main_peak_skewness__delta_pct,main_peak_temp_avg_c__delta_pct,main_peak_temp_max_c__delta_pct,main_peak_temp_min_c__delta_pct,main_peak_voltage_v__delta_pct,main_peak_width_v__delta_pct,main_peak_area__linear_r2,main_peak_height_dqdv__linear_r2,main_peak_prominence__linear_r2,main_peak_skewness__linear_r2,main_peak_temp_avg_c__linear_r2,main_peak_temp_max_c__linear_r2,main_peak_temp_min_c__linear_r2,main_peak_voltage_v__linear_r2,main_peak_width_v__linear_r2,main_peak_area__n_cycles,main_peak_height_dqdv__n_cycles,main_peak_prominence__n_cycles,main_peak_skewness__n_cycles,main_peak_temp_avg_c__n_cycles,main_peak_temp_max_c__n_cycles,main_peak_temp_min_c__n_cycles,main_peak_voltage_v__n_cycles,main_peak_width_v__n_cycles,main_peak_area__slope_per_100_cycles,main_peak_height_dqdv__slope_per_100_cycles,main_peak_prominence__slope_per_100_cycles,main_peak_skewness__slope_per_100_cycles,main_peak_temp_avg_c__slope_per_100_cycles,main_peak_temp_max_c__slope_per_100_cycles,main_peak_temp_min_c__slope_per_100_cycles,main_peak_voltage_v__slope_per_100_cycles,main_peak_width_v__slope_per_100_cycles,main_peak_area__slope_per_cycle,main_peak_height_dqdv__slope_per_cycle,main_peak_prominence__slope_per_cycle,main_peak_skewness__slope_per_cycle,main_peak_temp_avg_c__slope_per_cycle,main_peak_temp_max_c__slope_per_cycle,main_peak_temp_min_c__slope_per_cycle,main_peak_voltage_v__slope_per_cycle,main_peak_width_v__slope_per_cycle,main_peak_area__spearman_pvalue,main_peak_height_dqdv__spearman_pvalue,main_peak_prominence__spearman_pvalue,main_peak_skewness__spearman_pvalue,main_peak_temp_avg_c__spearman_pvalue,main_peak_temp_max_c__spearman_pvalue,main_peak_temp_min_c__spearman_pvalue,main_peak_voltage_v__spearman_pvalue,main_peak_width_v__spearman_pvalue,main_peak_area__spearman_rho,main_peak_height_dqdv__spearman_rho,main_peak_prominence__spearman_rho,main_peak_skewness__spearman_rho,main_peak_temp_avg_c__spearman_rho,main_peak_temp_max_c__spearman_rho,main_peak_temp_min_c__spearman_rho,main_peak_voltage_v__spearman_rho,main_peak_width_v__spearman_rho,main_peak_area__value_end,main_peak_height_dqdv__value_end,main_peak_prominence__value_end,main_peak_skewness__value_end,main_peak_temp_avg_c__value_end,main_peak_temp_max_c__value_end,main_peak_temp_min_c__value_end,main_peak_voltage_v__value_end,main_peak_width_v__value_end,main_peak_area__value_start,main_peak_height_dqdv__value_start,main_peak_prominence__value_start,main_peak_skewness__value_start,main_peak_temp_avg_c__value_start,main_peak_temp_max_c__value_start,main_peak_temp_min_c__value_start,main_peak_voltage_v__value_start,main_peak_width_v__value_start
3_6C_30PER_6C,734853,461.0,461.0,461.0,461.0,461.0,461.0,461.0,461.0,461.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.575,-1.798,-1.798,0.118,-1.0,-0.9200000000000017,-1.0500000000000007,-0.08400000000000007,-0.007000000000000006,-49.22945205479452,-48.63402758993779,-48.63402758993779,37.34177215189873,-3.0902348578491967,-2.6955757398183464,-3.4046692607003917,-2.688860435339311,-2.153846153846156,0.9867952402370661,0.9892499881981333,0.9892499881981333,0.985826486380155,0.5834779696844639,0.39800944778550384,0.4617365626409684,0.9744082614571352,0.57619055515216,461,461,461,461,461,461,461,461,461,-0.117267497192047,-0.35669172287676565,-0.35669172287676565,0.02617025811121831,-0.2066180730521115,-0.1803992009122622,-0.19153118879612036,-0.017133303365502287,-0.0022260178753624156,-0.00117267497192047,-0.0035669172287676565,-0.0035669172287676565,0.0002617025811121831,-0.002066180730521115,-0.0018039920091226219,-0.0019153118879612035,-0.00017133303365502288,-2.2260178753624157e-05,0.0,0.0,0.0,0.0,1.481442665011246e-90,5.629108820521762e-60,4.952170630141353e-70,0.0,1.478541409877926e-92,-0.9996665342212582,-0.9990589819681726,-0.9990589819681726,0.9930832613414066,-0.7671710145979129,-0.6641960366254973,-0.7033219345501183,-0.9893835099755101,-0.7724743874625342,0.593,1.899,1.899,-0.198,31.36,33.21,29.79,3.04,0.318,1.168,3.697,3.697,-0.316,32.36,34.13,30.84,3.124,0.325
3_6C_30PER_6C,739496,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5880000000000001,-1.924,-1.924,0.11700000000000002,-5.300000000000001,-7.149999999999999,-3.5400000000000027,-0.08400000000000007,0.0010000000000000009,-48.15724815724816,-48.994143111790166,-48.994143111790166,35.88957055214724,-15.116942384483743,-19.194630872483216,-10.685179595532757,-2.684563758389264,0.3115264797507791,0.9917405296074484,0.9933640030945585,0.9933640030945585,0.9758266793912195,0.0014365927966580871,0.0049783163960409604,0.0032680557476996164,0.967204546972566,0.0013798559354832873,445,445,445,445,445,445,445,445,445,-0.126112054514332,-0.40609621714221955,-0.40609621714221955,0.028652066688545818,-0.06039567556674235,-0.16410581488931097,-0.05278148103261063,-0.0185496480508331,-8.012648109392734e-05,-0.00126112054514332,-0.0040609621714221954,-0.0040609621714221954,0.00028652066688545817,-0.0006039567556674235,-0.0016410581488931098,-0.0005278148103261063,-0.000185496480508331,-8.012648109392733e-07,0.0,0.0,0.0,0.0,0.13471459602134891,0.09082602300990712,0.00945035084422484,0.0,0.5741444983248007,-0.9979341168565027,-0.9976828115443738,-0.9976828115443738,0.9914616079921523,-0.07101631057854686,-0.08026014003926474,-0.12290876525630733,-0.9847760876883205,0.026709745017135512,0.633,2.003,2.003,-0.209,29.76,30.1,29.59,3.045,0.322,1.221,3.927,3.927,-0.326,35.06,37.25,33.13,3.129,0.321
3_6C_80PER_3_6C_SLOWCYCLE,737235,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.07799999999999985,-0.28400000000000025,-0.28400000000000025,0.0020000000000000018,-2.679999999999996,0.3499999999999943,-1.1600000000000001,-0.04200000000000026,0.0030000000000000027,-6.5326633165829024,-7.543160690571056,-7.543160690571056,0.613496932515338,-8.170731707317062,0.976562499999984,-3.819558775107014,-1.3444302176696625,0.9174311926605512,0.0901695919119535,0.08030298785998613,0.08030298785998613,0.004337806205141792,0.09080933553901571,0.09030846228671907,0.02264299230530953,0.0053616243375141925,0.0025279681096058715,101,101,101,101,101,101,101,101,101,-0.024873616773442683,-0.10393011065812506,-0.10393011065812506,0.004419336051252241,-0.6423762376237631,-0.4834944670937701,-0.27124053581830426,-0.004592894583576576,0.0020093185789166936,-0.0002487361677344268,-0.0010393011065812506,-0.0010393011065812506,4.4193360512522404e-05,-0.006423762376237631,-0.004834944670937701,-0.002712405358183043,-4.592894583576576e-05,2.0093185789166934e-05,3.6807842393227e-21,3.1435950954685887e-05,3.1435950954685887e-05,0.02101840134286018,0.02593650178012736,0.0004329452506178247,0.3312091352389528,0.9831779876933301,0.13015926132270703,-0.7715560734060952,-0.40163316229694657,-0.40163316229694657,0.22940429373189117,-0.22160610070023615,-0.34371405244416803,-0.09767021974747377,-0.002124460495766984,0.1516114655240631,1.116,3.481,3.481,-0.324,30.12,36.19,29.21,3.082,0.33,1.194,3.765,3.765,-0.326,32.8,35.84,30.37,3.124,0.327
3_6C_9PER_5C,460451,596.0,596.0,596.0,596.0,596.0,596.0,596.0,596.0,596.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.4680000000000001,-1.581,-1.581,0.09,-4.300000000000001,-7.530000000000001,-1.8300000000000018,-0.07100000000000017,0.010000000000000009,-39.76210705182668,-42.1937550040032,-42.1937550040032,29.605263157894733,-12.755858795609612,-20.29649595687332,-5.9013221541438305,-2.2749118872156417,3.0959752321981453,0.9686606320430686,0.9729181387743364,0.9729181387743364,0.9244229950118156,0.14320270395240575,0.19931271382261717,0.0863400505916414,0.9259209402760367,0.4990738083398848,595,595,595,595,595,595,595,595,595,-0.06931098680706722,-0.22822354906720782,-0.22822354906720782,0.014679260557878285,-0.489610527085869,-0.8832268124282647,-0.2139239392085219,-0.009971602491996027,0.0010302403743734398,-0.0006931098680706722,-0.002282235490672078,-0.002282235490672078,0.00014679260557878284,-0.00489610527085869,-0.008832268124282647,-0.002139239392085219,-9.971602491996027e-05,1.0302403743734397e-05,0.0,0.0,0.0,0.0,1.0141554130744223e-14,1.0090371535622092e-16,1.4976926621643232e-12,0.0,2.957644602512783e-123,-0.9994121840903015,-0.9978595059194942,-0.9978595059194942,0.9769385895095365,-0.3100094107623655,-0.33144690774726854,-0.2846135207692329,-0.9717743119307812,0.780834691713768,0.709,2.166,2.166,-0.214,29.41,29.57,29.18,3.05,0.333,1.177,3.747,3.747,-0.304,33.71,37.1,31.01,3.121,0.323
3_6C_9PER_5C,720452,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.565,-1.739,-1.739,0.127,-0.9100000000000037,-0.740000000000002,-0.9299999999999997,-0.08400000000000007,-0.01100000000000001,-49.47460595446585,-48.37273991655076,-48.37273991655076,40.189873417721515,-2.740138512496247,-2.1076616348618686,-2.9693486590038303,-2.6923076923076947,-3.3639143730886882,0.9593630778489207,0.9703711775352529,0.9703711775352529,0.9662167622826991,0.6795504049200163,0.5586652318670933,0.6721573585331819,0.9493394788695589,0.35171022154504394,414,414,414,414,414,414,414,414,414,-0.12717226205590823,-0.3912840201737571,-0.3912840201737571,0.03398701448598894,-0.31353915504104407,-0.2584140118744185,-0.323391555483961,-0.01946672044531387,-0.0019353041178292627,-0.0012717226205590823,-0.003912840201737571,-0.003912840201737571,0.0003398701448598894,-0.0031353915504104407,-0.002584140118744185,-0.00323391555483961,-0.0001946672044531387,-1.9353041178292627e-05,0.0,0.0,0.0,0.0,7.598976727735916e-72,5.5081937188273304e-62,1.651442184144631e-78,9.235598802468097e-281,4.606895012936424e-34,-0.9986003896182745,-0.9967471872819474,-0.9967471872819474,0.9899913542811656,-0.7361505515122782,-0.6990496905819303,-0.7581119872897069,-0.9775478177367013,-0.5497050622898876,0.577,1.856,1.856,-0.189,32.3,34.37,30.39,3.036,0.316,1.142,3.595,3.595,-0.316,33.21,35.11,31.32,3.12,0.327
3_6C_9PER_5C,737391,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,409.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.581,-1.9169999999999998,-1.9169999999999998,0.1,8.410000000000004,8.46,5.060000000000002,-0.08700000000000019,0.0030000000000000027,-48.497495826377296,-49.45820433436533,-49.45820433436533,32.25806451612904,26.81760204081634,25.126225126225126,16.55217533529605,-2.774234693877557,0.9433962264150951,0.934436761562087,0.9567255611083999,0.9567255611083999,0.9287332432467126,0.0009797810926475137,0.0006885943047869603,0.000946538321213164,0.9282563900824816,0.05164860425002482,409,409,409,409,409,409,409,409,409,-0.12793851048678767,-0.4181524732261562,-0.4181524732261562,0.027140241271534016,0.062406822112227735,-0.07467683716100769,0.035147313144351,-0.01854158408548004,0.0007197103899702703,-0.0012793851048678766,-0.004181524732261562,-0.004181524732261562,0.00027140241271534016,0.0006240682211222774,-0.0007467683716100769,0.00035147313144351003,-0.0001854158408548004,7.197103899702703e-06,0.0,0.0,0.0,1.9629446668811765e-247,0.8880359169685133,0.4672979629832572,0.5480757827935946,1.792385632463506e-257,5.7690386454281134e-08,-0.9983286550098626,-0.9953524544054906,-0.9953524544054906,0.9683477215022587,-0.006982899416583435,-0.03604065002616121,-0.029784601053244007,-0.9717954978831204,0.264312328503075,0.617,1.959,1.959,-0.21,39.77,42.13,35.63,3.049,0.321,1.198,3.876,3.876,-0.31,31.36,33.67,30.57,3.136,0.318
3_6C_9PER_5C_SLOWCYCLE,737260,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.492,-1.512,-1.512,0.091,-0.4299999999999997,-0.37000000000000455,-0.389999999999997,-0.06299999999999972,-0.008000000000000007,-41.94373401534527,-41.09812449035064,-41.09812449035064,28.26086956521739,-1.287810721772985,-1.022947193807035,-1.2650016217969413,-2.023121387283228,-2.4390243902439046,0.9836138524680068,0.9845380341796695,0.9845380341796695,0.965281645101432,0.1933857106184962,0.11796413902937641,0.1262000712674174,0.936607834816758,0.5750589239737618,434,434,434,434,434,434,434,434,434,-0.10873523094137734,-0.33273724351519346,-0.33273724351519346,0.021887165951831114,-0.07723872230187787,-0.04728630991067753,-0.05621796864362849,-0.01557608090517405,-0.001704918658475004,-0.0010873523094137734,-0.0033273724351519343,-0.0033273724351519343,0.00021887165951831112,-0.0007723872230187787,-0.0004728630991067753,-0.0005621796864362849,-0.0001557608090517405,-1.704918658475004e-05,0.0,0.0,0.0,0.0,2.867950428369278e-44,3.3428682301693934e-15,2.150865574796957e-18,1.8897371214236359e-265,2.7478852748864026e-84,-0.9992118815009966,-0.9976277701244562,-0.9976277701244562,0.9882975482673644,-0.6027125094355517,-0.36598423003760405,-0.4031743334442719,-0.969337962108045,-0.7641560255956324,0.681,2.167,2.167,-0.231,32.96,35.8,30.44,3.051,0.32,1.173,3.679,3.679,-0.322,33.39,36.17,30.83,3.114,0.328
3_7C_31PER_5_9C_NEWSTRUCTURE,737229,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3799999999999999,-1.242,-1.242,0.068,4.740000000000002,4.159999999999997,5.379999999999999,-0.03500000000000014,0.0050000000000000044,-32.20338983050846,-33.68592351505289,-33.68592351505289,20.66869300911854,14.212893553223394,11.603905160390505,17.183008623442987,-1.1203585147247164,1.5151515151515165,0.99238490967516,0.983568042461448,0.983568042461448,0.9043476512283734,0.2806200442879091,0.1845936119140884,0.33156527883529097,0.8206915836573635,0.501186971631558,666,666,666,666,666,666,666,666,666,-0.05352362428824203,-0.1770281492052197,-0.1770281492052197,0.009127409471447962,0.4305638483339057,0.38411907640976733,0.45635357488904077,-0.004951186264214699,0.0010126576622275661,-0.0005352362428824204,-0.001770281492052197,-0.001770281492052197,9.127409471447962e-05,0.004305638483339057,0.0038411907640976736,0.004563535748890408,-4.951186264214699e-05,1.0126576622275662e-05,0.0,0.0,0.0,0.0,1.100440978824049e-51,1.8597979002284805e-33,5.604898905237191e-63,4.3848514384714414e-265,2.544477026707961e-142,-0.9988767433046859,-0.9974170029496743,-0.9974170029496743,0.9508115050557467,0.5400346346134235,0.4434532912070096,0.5872285283323697,-0.9156965415112406,0.7885287007386588,0.8,2.445,2.445,-0.261,38.09,40.01,36.69,3.089,0.335,1.18,3.687,3.687,-0.329,33.35,35.85,31.31,3.124,0.33
3_7C_31PER_5_9C_NEWSTRUCTURE,737234,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.385,-1.2880000000000003,-1.2880000000000003,0.08900000000000002,1.6000000000000014,1.1900000000000048,2.1000000000000014,-0.040000000000000036,0.007000000000000006,-32.93413173652694,-35.10493322431181,-35.10493322431181,27.051671732522802,4.632310364794446,3.1750266808964915,6.53188180404355,-1.2800000000000011,2.127659574468087,0.9974080555911317,0.9928731620382474,0.9928731620382474,0.9703041581146944,0.9379532987205594,0.8969127689014972,0.9571026636341379,0.8640721433339775,0.6490366318753563,540,540,540,540,540,540,540,540,540,-0.06769195596235476,-0.22736216135476778,-0.22736216135476778,0.01589259755882417,0.4260461950982189,0.3405949037319507,0.5847914811474408,-0.007106185777957589,0.001592327515221683,-0.0006769195596235476,-0.002273621613547678,-0.002273621613547678,0.00015892597558824168,0.004260461950982189,0.0034059490373195074,0.0058479148114744086,-7.106185777957589e-05,1.592327515221683e-05,0.0,0.0,0.0,0.0,0.0,3.27379247045798e-271,0.0,1.608801519341719e-255,2.0449621055718815e-193,-0.9995615689768981,-0.9985684067774007,-0.9985684067774007,0.9864308688481098,0.968565367456324,0.9487031787270286,0.9793330740331888,-0.9411010433270551,0.8974889239469068,0.784,2.381,2.381,-0.24,36.14,38.67,34.25,3.085,0.336,1.169,3.669,3.669,-0.329,34.54,37.48,32.15,3.125,0.329
3_7C_31PER_5_9C_NEWSTRUCTURE,737366,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.406,-1.2839999999999998,-1.2839999999999998,0.07400000000000001,1.1399999999999935,1.0899999999999963,1.1799999999999997,-0.040999999999999925,0.0,-34.31952662721894,-34.86288351887048,-34.86288351887048,22.492401215805476,3.3687943262411153,3.0160486995019267,3.6967418546365907,-1.3149454778704275,0.0,0.9892099482646954,0.9847890897251113,0.9847890897251113,0.9157744787785754,0.8214802120439895,0.785457295043679,0.8336784152368405,0.8624108359605405,0.23111008194689753,771,771,771,771,771,771,771,771,771,-0.045425042488408195,-0.14780782331315617,-0.14780782331315617,0.007203685409568372,0.24490815931915888,0.20369043669783501,0.32005654473346307,-0.005168918096278491,0.000511827238506155,-0.0004542504248840819,-0.0014780782331315617,-0.0014780782331315617,7.203685409568372e-05,0.002449081593191589,0.00203690436697835,0.0032005654473346305,-5.168918096278491e-05,5.1182723850615495e-06,0.0,0.0,0.0,0.0,1.0023575574356956e-281,4.126955666354236e-257,6.780326661258386e-288,0.0,7.112825978029808e-29,-0.9994901276082615,-0.9977444769068968,-0.9977444769068968,0.9624355174389897,0.9013702337202046,0.8847001910990018,0.9051346783581988,-0.9400505890999621,0.38649598366253235,0.777,2.399,2.399,-0.255,34.98,37.23,33.1,3.077,0.331,1.183,3.683,3.683,-0.329,33.84,36.14,31.92,3.118,0.331
4C-80PER_4C,464865,1226.0,1226.0,1226.0,1226.0,1226.0,1226.0,1226.0,1226.0,1226.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.10899999999999999,-0.30400000000000027,-0.30400000000000027,0.01200000000000001,0.04999999999999716,-0.13000000000000256,0.05000000000000071,0.0050000000000003375,-0.0030000000000000027,-9.308283518360374,-8.428056556695322,-8.428056556695322,3.821656050955417,0.15787811809282334,-0.3841607565011896,0.16857720836143195,0.16077170418007516,-0.8982035928143719,0.8639783449490164,0.724559237699808,0.724559237699808,0.006681766776955644,0.022889356836142127,0.025034207385159823,0.025337953855948836,0.17800966192536516,0.007301584843145914,1225,1225,1225,1225,1225,1225,1225,1225,1225,-0.009569413409735893,-0.031070969333900154,-0.031070969333900154,0.00021789531473275558,-0.050644322982047164,-0.05076886219414183,-0.05575671704244496,-0.0012282381141688712,0.00010561549252655387,-9.569413409735893e-05,-0.00031070969333900155,-0.00031070969333900155,2.178953147327556e-06,-0.0005064432298204717,-0.0005076886219414184,-0.0005575671704244496,-1.2282381141688711e-05,1.0561549252655387e-06,0.0,0.0,0.0,7.118975264215293e-12,0.019685592375413903,0.2857385985504948,0.18580785053986873,2.596554944019704e-71,0.5457629634384434,-0.928854379197103,-0.8914109814833847,-0.8914109814833847,0.19419498015462683,0.06663073483339825,0.03052453076845962,0.037827453148504366,-0.47913295854621957,0.017276959699786813,1.062,3.303,3.303,-0.302,31.72,33.71,29.71,3.115,0.331,1.171,3.607,3.607,-0.314,31.67,33.84,29.66,3.11,0.334
4C-80PER_4C,464977,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.22000000000000008,-0.7269999999999999,-0.7269999999999999,0.028000000000000025,-0.03999999999999915,-0.4200000000000017,0.28999999999999915,-0.021999999999999797,0.0030000000000000027,-18.534119629317615,-19.707237733803197,-19.707237733803197,8.588957055214731,-0.13192612137202883,-1.3596633214632623,0.9797297297297268,-0.7049022749118807,0.9036144578313261,0.8729260545339579,0.8008796025018522,0.8216782459403478,0.018736048604855005,0.03521673544575632,0.027740451162142965,0.037843408041544735,0.38349729721434767,0.06863937723605618,1224,1224,1224,1224,1224,1224,1224,1224,1224,-0.01404463633368314,-0.04907367395036499,-0.048675792802812326,0.00043850017521317544,-0.061216915220708684,-0.054413857120934654,-0.0662697327500093,-0.0020606924699559837,0.0004893427526366026,-0.0001404463633368314,-0.0004907367395036499,-0.00048675792802812325,4.385001752131754e-06,-0.0006121691522070869,-0.0005441385712093465,-0.000662697327500093,-2.0606924699559835e-05,4.8934275263660255e-06,0.0,0.0,0.0,2.5753828679158186e-23,0.7193258076241821,0.4810052788193897,0.7024755360865036,7.858131447527892e-164,3.2425246462816e-48,-0.9593728661329535,-0.9334998058167546,-0.9330145221969771,0.27896367591425064,-0.010281855115354756,-0.020160677945329657,-0.010929037534495369,-0.6754051027772288,0.39991398358185426,0.967,2.962,2.962,-0.298,30.28,30.47,29.89,3.099,0.335,1.187,3.689,3.689,-0.326,30.32,30.89,29.6,3.121,0.332
4C_13PER_5C,460466,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.504,-1.6270000000000002,-1.6270000000000002,0.10900000000000001,-0.04000000000000625,0.14999999999999858,0.39000000000000057,-0.07200000000000006,0.0020000000000000018,-42.60355029585799,-43.6778523489933,-43.6778523489933,33.850931677018636,-0.1204819277108622,0.41701417848206446,1.2770137524557976,-2.306952899711633,0.6116207951070342,0.9758053106637703,0.9781226074614714,0.9781226074614714,0.9190192096078735,0.09907635071064458,0.22193793789475025,0.1707754839933887,0.950116250403829,0.0041663878487706585,504,504,504,504,504,504,504,504,504,-0.09464714322498233,-0.3017682204549497,-0.3017682204549497,0.018994824048264664,0.035933776629478255,0.06589574265327258,0.0623938705575911,-0.014019357591996226,8.772856706080502e-05,-0.0009464714322498233,-0.003017682204549497,-0.003017682204549497,0.00018994824048264663,0.00035933776629478256,0.0006589574265327259,0.000623938705575911,-0.00014019357591996226,8.772856706080502e-07,0.0,0.0,0.0,4.39878569502e-312,4.440619172028932e-11,5.353495746903508e-29,7.41689685982061e-22,0.0,0.0019362655321824092,-0.9995345899180054,-0.9978624679588267,-0.9978624679588267,0.970440879748011,0.2879547982503646,0.4695280034631842,0.41001892506175047,-0.9776725282266009,-0.13776093044365958,0.679,2.098,2.098,-0.213,33.16,36.12,30.93,3.049,0.329,1.183,3.725,3.725,-0.322,33.2,35.97,30.54,3.121,0.327
4C_31PER_5,460510,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.469,-1.4929999999999999,-1.4929999999999999,0.11499999999999999,0.28000000000000114,0.980000000000004,-0.019999999999999574,-0.06600000000000028,0.0020000000000000018,-40.22298456260721,-41.28871681415929,-41.28871681415929,36.392405063291136,0.840336134453785,2.6915682504806484,-0.06563833278634583,-2.1181001283697136,0.6024096385542174,0.9619364391292644,0.9666805489147067,0.9666805489147067,0.8508268654901108,0.2858977618359325,0.5336302607400989,0.11323035541726478,0.9593246372188479,0.16269950518385556,491,491,491,491,491,491,491,491,491,-0.09100203868741408,-0.2908247103918315,-0.2908247103918315,0.021955609127561383,0.0638636319859954,0.15065099111026672,0.044725415872969826,-0.013241036516937057,0.000511080990937958,-0.0009100203868741408,-0.002908247103918315,-0.002908247103918315,0.00021955609127561384,0.000638636319859954,0.0015065099111026673,0.0004472541587296983,-0.00013241036516937056,5.11080990937958e-06,0.0,0.0,0.0,0.0,9.451140275819558e-39,9.484569396712594e-95,5.0464080792115724e-15,0.0,1.696315221083372e-17,-0.9967264905781054,-0.9959643836196975,-0.9959643836196975,0.9870777160358113,0.5414726948897991,0.7630812195487232,0.34325896504857756,-0.9828357605174979,0.371308449638254,0.697,2.123,2.123,-0.201,33.6,37.39,30.45,3.05,0.334,1.166,3.616,3.616,-0.316,33.32,36.41,30.47,3.116,0.332
4C_40PER_6C,463208,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.527,-1.7730000000000001,-1.7730000000000001,0.08499999999999999,0.259999999999998,0.3200000000000003,0.10000000000000142,-0.07999999999999963,0.009000000000000008,-43.95329441201001,-45.95645412130638,-45.95645412130638,28.523489932885905,0.7931665649786394,0.8876560332871021,0.3313452617627615,-2.5550942190993178,2.8213166144200654,0.9799639885557448,0.9832724298565193,0.9832724298565193,0.24708074883367648,0.27404330232460483,0.5494968231545703,0.012408877779398586,0.9565567667600982,0.018005486728148945,520,520,520,520,520,520,520,520,520,-0.09205722483611806,-0.2951442739746133,-0.2951442739746133,0.021054518578954632,0.05879000178369254,0.15105229110144633,0.013593970960868907,-0.01318602253592734,0.00034615939351172696,-0.0009205722483611806,-0.0029514427397461327,-0.0029514427397461327,0.00021054518578954632,0.0005879000178369254,0.0015105229110144633,0.00013593970960868907,-0.0001318602253592734,3.4615939351172697e-06,0.0,0.0,0.0,0.0,3.011131870561912e-39,1.7521632626566416e-103,0.028596449055878242,0.0,1.2369019153470727e-05,-0.9993916845827593,-0.9973880436848617,-0.9973880436848617,0.9888724475626222,0.5314840240525852,0.7707648622112934,0.0960034494574494,-0.9827613432267109,0.1903824118344706,0.672,2.085,2.085,-0.213,33.04,36.37,30.28,3.051,0.328,1.199,3.858,3.858,-0.298,32.78,36.05,30.18,3.131,0.319
